combination,country,correction_bnusd_per_mha
double_rice,AUS,7.5
double_rice,AZE,7.5
double_rice,BDI,0.8349044322967529
double_rice,BEN,0.47527383267879486
double_rice,BFA,0.5152646601200104
double_rice,BGD,-2.520700216293335
double_rice,BLZ,3.7406228249892592
double_rice,BOL,7.5
double_rice,BRA,7.5
double_rice,BRN,-1.7879496216773987
double_rice,BTN,7.5
double_rice,BWA,-0.0
double_rice,CAF,7.5
double_rice,CHL,7.5
double_rice,CHN,1.1115796566009521
double_rice,CIV,7.5
double_rice,CMR,-7.5
double_rice,COD,7.5
double_rice,COG,7.5
double_rice,COL,2.6770689487457275
double_rice,CRI,-1.2374191284179688
double_rice,CUB,7.5
double_rice,DOM,3.7452958086505532
double_rice,DZA,7.5
double_rice,ECU,0.8542119860649109
double_rice,EGY,7.5
double_rice,ERI,7.5
double_rice,ESP,7.5
double_rice,ETH,7.5
double_rice,FJI,7.5
double_rice,FRA,7.5
double_rice,GAB,7.5
double_rice,GEO,7.5
double_rice,GHA,2.1454495191574097
double_rice,GIN,-7.5
double_rice,GMB,2.244272470474243
double_rice,GNB,-3.7486084699630737
double_rice,GNQ,7.5
double_rice,GRC,7.5
double_rice,GTM,3.1053484082221985
double_rice,GUF,7.5
double_rice,GUY,7.5
double_rice,HND,7.5
double_rice,HTI,3.667969159781933
double_rice,IDN,0.21850399672985077
double_rice,IND,4.283679246902466
double_rice,IRN,7.5
double_rice,IRQ,7.5
double_rice,ITA,7.5
double_rice,JPN,-7.5
double_rice,KEN,7.5
double_rice,KHM,-4.573126018047333
double_rice,KOR,0.0
double_rice,LAO,0.8711303258314729
double_rice,LBR,7.5
double_rice,LKA,4.039525598287582
double_rice,LSO,-0.0
double_rice,MAR,7.5
double_rice,MDG,4.908396601676941
double_rice,MEX,7.5
double_rice,MKD,7.5
double_rice,MLI,2.8140937089920044
double_rice,MMR,-0.6889331936836243
double_rice,MOZ,7.5
double_rice,MRT,2.924278497695923
double_rice,MUS,7.5
double_rice,MWI,-2.1910531520843506
double_rice,MYS,1.6581878066062927
double_rice,NAM,7.5
double_rice,NER,7.5
double_rice,NGA,2.6603230237960815
double_rice,NIC,2.6028902530670166
double_rice,NPL,7.5
double_rice,PAK,7.5
double_rice,PAN,-2.4527132511138916
double_rice,PER,7.5
double_rice,PHL,1.182239830493927
double_rice,PNG,7.5
double_rice,PRI,7.5
double_rice,PRT,7.5
double_rice,PRY,7.5
double_rice,RWA,-7.5
double_rice,SAU,7.5
double_rice,SDN,7.5
double_rice,SEN,3.995650887489319
double_rice,SLB,7.5
double_rice,SLE,0.0
double_rice,SLV,7.5
double_rice,SOM,7.5
double_rice,SSD,7.5
double_rice,SUR,7.5
double_rice,SWZ,7.5
double_rice,SYR,7.5
double_rice,TCD,0.5036118030548096
double_rice,TGO,2.062530279159546
double_rice,THA,0.06646431237459183
double_rice,TJK,7.5
double_rice,TKM,7.5
double_rice,TLS,7.5
double_rice,TTO,7.5
double_rice,TUN,-0.0
double_rice,TUR,7.5
double_rice,TWN,2.4362066984176636
double_rice,TZA,7.5
double_rice,UGA,7.5
double_rice,URY,7.5
double_rice,USA,7.5
double_rice,UZB,7.5
double_rice,VEN,7.5
double_rice,VNM,1.670759677886963
double_rice,YEM,-0.0
double_rice,ZAF,7.5
double_rice,ZMB,7.5
double_rice,ZWE,7.5
maize_soybean,AFG,-0.8313019275665283
maize_soybean,AGO,-0.5623831450939178
maize_soybean,ALB,7.5
maize_soybean,ARG,2.1835588216781616
maize_soybean,ARM,7.5
maize_soybean,AUS,6.1738409996032715
maize_soybean,AUT,7.5
maize_soybean,AZE,7.5
maize_soybean,BDI,-0.6308735609054565
maize_soybean,BEL,7.5
maize_soybean,BEN,-0.45145533978939056
maize_soybean,BFA,0.059550910256803036
maize_soybean,BGD,7.5
maize_soybean,BGR,7.5
maize_soybean,BIH,7.5
maize_soybean,BLZ,-0.21486811339855194
maize_soybean,BOL,4.194814205169678
maize_soybean,BRA,1.3377652168273926
maize_soybean,BTN,4.882173776626587
maize_soybean,BWA,-7.5
maize_soybean,CAF,-7.5
maize_soybean,CAN,2.1007773876190186
maize_soybean,CHE,7.5
maize_soybean,CHN,0.6250431537628174
maize_soybean,CIV,-0.2534756138920784
maize_soybean,CMR,-0.4888563007116318
maize_soybean,COD,-1.3354661464691162
maize_soybean,COG,1.8436771035194397
maize_soybean,COL,3.1897512674331665
maize_soybean,CRI,2.579698324203491
maize_soybean,CUB,7.5
maize_soybean,CZE,7.5
maize_soybean,DEU,7.5
maize_soybean,DZA,-0.0
maize_soybean,ECU,0.8612878322601318
maize_soybean,EGY,-5.992330551147461
maize_soybean,ESP,-6.752447605133057
maize_soybean,ETH,1.0173873901367188
maize_soybean,FRA,7.5
maize_soybean,GAB,-0.38192492723464966
maize_soybean,GEO,0.7033384442329407
maize_soybean,GHA,-0.01430044462904334
maize_soybean,GIN,7.5
maize_soybean,GRC,5.212293386459351
maize_soybean,GTM,0.2810324430465698
maize_soybean,HND,1.6349951028823853
maize_soybean,HRV,7.5
maize_soybean,HUN,2.3284621238708496
maize_soybean,IDN,5.649022579193115
maize_soybean,IND,1.3607595264911652
maize_soybean,IRN,1.1529436111450195
maize_soybean,IRQ,-5.53034234046936
maize_soybean,ISR,7.5
maize_soybean,ITA,7.5
maize_soybean,JOR,-0.0
maize_soybean,KAZ,7.5
maize_soybean,KEN,0.1273745894432068
maize_soybean,KGZ,2.528728723526001
maize_soybean,KHM,1.3504833579063416
maize_soybean,KOR,1.4110031127929688
maize_soybean,LAO,2.422398567199707
maize_soybean,LBN,7.5
maize_soybean,LKA,0.48987622559070587
maize_soybean,LSO,7.5
maize_soybean,LUX,7.5
maize_soybean,MAR,7.5
maize_soybean,MDA,7.5
maize_soybean,MEX,1.5434052348136902
maize_soybean,MKD,7.5
maize_soybean,MLI,0.3540234863758087
maize_soybean,MMR,0.28224770724773407
maize_soybean,MNE,7.5
maize_soybean,MOZ,3.5872829854488373
maize_soybean,MWI,4.754664301872253
maize_soybean,NGA,0.01928304322063923
maize_soybean,NIC,-0.10513993818312883
maize_soybean,NLD,7.5
maize_soybean,NPL,4.653278052806854
maize_soybean,PAK,2.558327317237854
maize_soybean,PER,7.5
maize_soybean,POL,7.5
maize_soybean,PRT,7.5
maize_soybean,PRY,0.9719801545143127
maize_soybean,ROU,1.759527325630188
maize_soybean,RUS,7.5
maize_soybean,RWA,0.28142860531806946
maize_soybean,SDN,0.5818170309066772
maize_soybean,SLV,-1.2560119330883026
maize_soybean,SRB,7.5
maize_soybean,SSD,7.5
maize_soybean,SVK,7.5
maize_soybean,SVN,7.5
maize_soybean,SWZ,4.4741387367248535
maize_soybean,SYR,7.5
maize_soybean,TCD,3.8291283920407295
maize_soybean,TGO,0.012073453588527627
maize_soybean,THA,1.1337594985961914
maize_soybean,TJK,7.5
maize_soybean,TKM,7.5
maize_soybean,TLS,5.393471598625183
maize_soybean,TUR,7.5
maize_soybean,TWN,-0.0
maize_soybean,TZA,0.10633501783013344
maize_soybean,UGA,-0.7999047636985779
maize_soybean,UKR,7.5
maize_soybean,URY,1.2607094645500183
maize_soybean,USA,1.5426279306411743
maize_soybean,UZB,7.5
maize_soybean,VEN,0.3948936015367508
maize_soybean,VNM,2.6343716382980347
maize_soybean,ZAF,3.5144530534744263
maize_soybean,ZMB,1.7872759103775024
maize_soybean,ZWE,3.248080253601074
rice_maize,AFG,2.830883502960205
rice_maize,AGO,-0.4486384838819504
rice_maize,ALB,-0.0
rice_maize,ARG,7.5
rice_maize,ARM,-0.0
rice_maize,AUS,4.788217067718506
rice_maize,AZE,-5.16930627822876
rice_maize,BDI,-6.386611461639404
rice_maize,BEN,-0.0
rice_maize,BGD,-6.507314682006836
rice_maize,BGR,7.5
rice_maize,BLZ,0.08824753761291504
rice_maize,BOL,7.5
rice_maize,BRA,4.736527919769287
rice_maize,BTN,2.555961489677429
rice_maize,BWA,-0.0
rice_maize,CAF,-1.6565824747085571
rice_maize,CAN,-0.0
rice_maize,CHL,6.750109434127808
rice_maize,CHN,1.643248438835144
rice_maize,CIV,-0.0
rice_maize,CMR,7.5
rice_maize,COD,-1.7643764019012451
rice_maize,COL,-0.0
rice_maize,COM,-1.7419211864471436
rice_maize,CUB,7.5
rice_maize,DOM,3.311712831258774
rice_maize,DZA,7.5
rice_maize,ECU,3.3106348514556885
rice_maize,EGY,-6.016108512878418
rice_maize,ERI,7.5
rice_maize,ESP,-6.496720790863037
rice_maize,ETH,7.5
rice_maize,FRA,7.5
rice_maize,GEO,7.5
rice_maize,GHA,1.0530652105808258
rice_maize,GIN,0.17325174808502197
rice_maize,GNB,-3.1012253761291504
rice_maize,GRC,-7.5
rice_maize,GTM,-0.8622565865516663
rice_maize,HND,-0.0
rice_maize,HTI,-0.664823055267334
rice_maize,HUN,7.5
rice_maize,IDN,-0.0
rice_maize,IND,1.90687894821167
rice_maize,IRN,-0.032103033910971135
rice_maize,IRQ,1.0364530086517334
rice_maize,ITA,5.1907432079315186
rice_maize,KAZ,4.802456617355347
rice_maize,KEN,-3.2794222831726074
rice_maize,KGZ,0.7663722038269043
rice_maize,KOR,-4.153579354286194
rice_maize,LAO,1.9697544574737549
rice_maize,LKA,1.4014402627944946
rice_maize,LSO,-0.0
rice_maize,MAR,4.177417606115341
rice_maize,MDA,7.5
rice_maize,MDG,-0.05807620659470558
rice_maize,MEX,4.419791221618652
rice_maize,MKD,7.5
rice_maize,MLI,1.3827491998672485
rice_maize,MMR,0.5685449242591858
rice_maize,MOZ,-0.02099478244781494
rice_maize,MUS,7.5
rice_maize,MWI,-2.5801162719726562
rice_maize,NAM,7.5
rice_maize,NGA,1.113544523715973
rice_maize,NIC,-7.5
rice_maize,NPL,-1.488687515258789
rice_maize,PAK,3.7071261405944824
rice_maize,PER,-2.585980176925659
rice_maize,PHL,-0.0
rice_maize,PRI,7.5
rice_maize,PRT,0.0
rice_maize,PRY,1.5672227144241333
rice_maize,ROU,-5.334659576416016
rice_maize,RUS,7.5
rice_maize,RWA,-0.0
rice_maize,SAU,7.5
rice_maize,SDN,-1.9036906957626343
rice_maize,SEN,7.5
rice_maize,SLE,7.5
rice_maize,SLV,-2.8026134967803955
rice_maize,SOM,3.862706184387207
rice_maize,SSD,-1.8805866241455078
rice_maize,SVK,-0.0
rice_maize,SVN,-0.0
rice_maize,SWZ,7.5
rice_maize,SYR,-7.5
rice_maize,TCD,0.7588426470756531
rice_maize,TGO,0.9427176713943481
rice_maize,THA,0.7506651878356934
rice_maize,TJK,3.9034006595611572
rice_maize,TKM,1.8376662135124207
rice_maize,TLS,0.9362578988075256
rice_maize,TUN,-0.0
rice_maize,TUR,-2.9688175916671753
rice_maize,TZA,1.147855281829834
rice_maize,UGA,-1.323520839214325
rice_maize,UKR,7.5
rice_maize,URY,3.9416784048080444
rice_maize,USA,3.835268974304199
rice_maize,UZB,-1.3931629657745361
rice_maize,VEN,2.407061457633972
rice_maize,VNM,-0.0
rice_maize,YEM,-0.0
rice_maize,ZAF,5.783475875854492
rice_maize,ZMB,2.696666955947876
rice_maize,ZWE,7.5
rice_wheat,AFG,-0.3840048909187317
rice_wheat,AGO,7.5
rice_wheat,ALB,-0.0
rice_wheat,ARG,7.5
rice_wheat,ARM,-0.0
rice_wheat,AUS,-1.9485890865325928
rice_wheat,AZE,-7.5
rice_wheat,BGD,-1.633136510848999
rice_wheat,BGR,0.0
rice_wheat,BOL,7.5
rice_wheat,BRA,7.5
rice_wheat,BTN,3.008617401123047
rice_wheat,BWA,-0.0
rice_wheat,CAN,-0.0
rice_wheat,CHL,-2.9608702659606934
rice_wheat,CHN,-0.1640883907675743
rice_wheat,CMR,-4.562846660614014
rice_wheat,COD,-1.418967843055725
rice_wheat,DZA,7.5
rice_wheat,ECU,-1.0489152669906616
rice_wheat,EGY,2.192134141921997
rice_wheat,ESP,-7.5
rice_wheat,ETH,7.5
rice_wheat,FRA,7.5
rice_wheat,GEO,7.5
rice_wheat,GRC,-7.5
rice_wheat,GTM,7.5
rice_wheat,HND,0.4652285873889923
rice_wheat,HUN,7.5
rice_wheat,IND,2.814444422721863
rice_wheat,IRN,-3.948599100112915
rice_wheat,IRQ,0.6098836958408356
rice_wheat,ITA,-6.654076099395752
rice_wheat,JPN,-1.2505580186843872
rice_wheat,KAZ,-7.5
rice_wheat,KGZ,-2.255754232406616
rice_wheat,KOR,-4.0944294929504395
rice_wheat,LAO,-0.0
rice_wheat,LSO,-0.0
rice_wheat,MAR,-2.929169625043869
rice_wheat,MDA,7.5
rice_wheat,MDG,0.3923182189464569
rice_wheat,MEX,7.5
rice_wheat,MKD,7.5
rice_wheat,MLI,2.2045607566833496
rice_wheat,MMR,0.02031225711107254
rice_wheat,MOZ,7.5
rice_wheat,MRT,7.5
rice_wheat,MWI,4.647931456565857
rice_wheat,NAM,1.194303274154663
rice_wheat,NER,-5.2330639362335205
rice_wheat,NGA,-0.0
rice_wheat,NPL,6.305827856063843
rice_wheat,PAK,-2.5176591873168945
rice_wheat,PRT,-1.9276922345161438
rice_wheat,PRY,1.1324863731861115
rice_wheat,ROU,7.5
rice_wheat,RUS,7.5
rice_wheat,RWA,-0.0
rice_wheat,SDN,-0.7993616461753845
rice_wheat,SOM,7.5
rice_wheat,SVK,-0.0
rice_wheat,SVN,-0.0
rice_wheat,SWZ,7.5
rice_wheat,SYR,-7.5
rice_wheat,TCD,0.9921534955501556
rice_wheat,THA,7.5
rice_wheat,TJK,-0.17957556247711182
rice_wheat,TKM,0.05595388635993004
rice_wheat,TUN,-0.0
rice_wheat,TUR,-7.5
rice_wheat,TZA,1.1329647302627563
rice_wheat,UGA,-1.1060621738433838
rice_wheat,UKR,7.5
rice_wheat,URY,3.076853036880493
rice_wheat,USA,2.6472235918045044
rice_wheat,UZB,-4.340688705444336
rice_wheat,VEN,7.5
rice_wheat,VNM,1.2192087173461914
rice_wheat,ZAF,-2.5670506954193115
rice_wheat,ZMB,4.514066219329834
rice_wheat,ZWE,7.5
triple_rice,AFG,7.5
triple_rice,AGO,7.5
triple_rice,ARG,7.5
triple_rice,AUS,7.5
triple_rice,BDI,7.5
triple_rice,BEN,7.5
triple_rice,BFA,7.5
triple_rice,BGD,-7.5
triple_rice,BLZ,7.5
triple_rice,BOL,7.5
triple_rice,BRA,7.5
triple_rice,BRN,7.5
triple_rice,BTN,3.1715941429138184
triple_rice,BWA,-0.0
triple_rice,CHN,7.5
triple_rice,CIV,7.5
triple_rice,CMR,7.5
triple_rice,COD,7.5
triple_rice,COG,7.5
triple_rice,COL,7.5
triple_rice,CRI,7.5
triple_rice,CUB,7.5
triple_rice,DOM,7.5
triple_rice,DZA,7.5
triple_rice,ECU,7.5
triple_rice,EGY,7.5
triple_rice,ERI,7.5
triple_rice,ESP,7.5
triple_rice,ETH,7.5
triple_rice,FJI,7.5
triple_rice,GAB,7.5
triple_rice,GHA,7.5
triple_rice,GIN,7.5
triple_rice,GMB,7.5
triple_rice,GNB,7.5
triple_rice,GNQ,7.5
triple_rice,GRC,7.5
triple_rice,GTM,2.7059154510498047
triple_rice,GUF,7.5
triple_rice,GUY,7.5
triple_rice,HND,7.5
triple_rice,HTI,7.5
triple_rice,IDN,7.5
triple_rice,IND,7.5
triple_rice,IRN,7.5
triple_rice,IRQ,7.5
triple_rice,ITA,7.5
triple_rice,KEN,7.5
triple_rice,KHM,-7.5
triple_rice,LAO,7.5
triple_rice,LBR,7.5
triple_rice,LKA,7.5
triple_rice,MAR,7.5
triple_rice,MDG,7.5
triple_rice,MEX,7.5
triple_rice,MLI,7.5
triple_rice,MMR,7.5
triple_rice,MOZ,7.5
triple_rice,MRT,7.5
triple_rice,MUS,7.5
triple_rice,MWI,7.5
triple_rice,MYS,7.5
triple_rice,NAM,7.5
triple_rice,NER,7.5
triple_rice,NGA,7.5
triple_rice,NIC,7.5
triple_rice,NPL,7.5
triple_rice,PAK,7.5
triple_rice,PAN,7.5
triple_rice,PER,7.5
triple_rice,PHL,7.5
triple_rice,PNG,7.5
triple_rice,PRI,7.5
triple_rice,PRY,7.5
triple_rice,RWA,7.5
triple_rice,SAU,7.5
triple_rice,SDN,7.5
triple_rice,SEN,7.5
triple_rice,SLB,-2.3804755210876465
triple_rice,SLE,7.5
triple_rice,SLV,7.5
triple_rice,SOM,7.5
triple_rice,SSD,7.5
triple_rice,SUR,7.5
triple_rice,SWZ,7.5
triple_rice,TCD,7.5
triple_rice,TGO,7.5
triple_rice,THA,7.5
triple_rice,TLS,3.197419285774231
triple_rice,TTO,7.5
triple_rice,TUR,7.5
triple_rice,TWN,7.5
triple_rice,TZA,7.5
triple_rice,UGA,7.5
triple_rice,URY,7.5
triple_rice,USA,7.5
triple_rice,VEN,7.5
triple_rice,VNM,6.52801513671875
triple_rice,YEM,-0.0
triple_rice,ZAF,7.5
triple_rice,ZMB,7.5
triple_rice,ZWE,7.5
wheat_maize,AFG,-3.2956812977790833
wheat_maize,AGO,-0.3099737614393234
wheat_maize,ALB,7.5
wheat_maize,ARE,7.5
wheat_maize,ARG,7.5
wheat_maize,ARM,-7.5
wheat_maize,AUS,5.693942070007324
wheat_maize,AUT,7.5
wheat_maize,AZE,4.048829078674316
wheat_maize,BDI,-0.39046742022037506
wheat_maize,BEL,7.5
wheat_maize,BGD,3.2889000177383423
wheat_maize,BGR,7.5
wheat_maize,BIH,7.5
wheat_maize,BOL,0.7248464822769165
wheat_maize,BRA,2.1715962886810303
wheat_maize,BTN,3.557158589363098
wheat_maize,BWA,-7.5
wheat_maize,CAN,7.5
wheat_maize,CHE,7.5
wheat_maize,CHL,-5.228523373603821
wheat_maize,CHN,0.17569927871227264
wheat_maize,CMR,0.9463895559310913
wheat_maize,COD,-0.7690866589546204
wheat_maize,COL,6.038656711578369
wheat_maize,CZE,7.5
wheat_maize,DEU,7.5
wheat_maize,DZA,7.5
wheat_maize,ECU,-0.04186571389436722
wheat_maize,EGY,-0.17064723372459412
wheat_maize,ERI,-0.7164321839809418
wheat_maize,ESP,-5.3903725147247314
wheat_maize,ETH,1.298049807548523
wheat_maize,FRA,7.5
wheat_maize,GEO,1.8674906492233276
wheat_maize,GRC,5.8222527503967285
wheat_maize,GTM,4.376219809055328
wheat_maize,HND,0.07406993210315704
wheat_maize,HRV,7.5
wheat_maize,HUN,3.570073962211609
wheat_maize,IND,0.4774661064147949
wheat_maize,IRN,-6.144755125045776
wheat_maize,IRQ,1.419846773147583
wheat_maize,ISR,3.9320862889289856
wheat_maize,ITA,0.0
wheat_maize,JOR,4.878437280654907
wheat_maize,KAZ,0.1289718747138977
wheat_maize,KEN,0.3414958417415619
wheat_maize,KGZ,2.2325098514556885
wheat_maize,KOR,2.714038610458374
wheat_maize,LAO,-0.0
wheat_maize,LBN,1.5518531203269958
wheat_maize,LBY,7.5
wheat_maize,LSO,-0.16121135465800762
wheat_maize,LUX,7.5
wheat_maize,MAR,0.8554790616035461
wheat_maize,MDA,7.5
wheat_maize,MDG,0.2095676213502884
wheat_maize,MEX,0.38251563906669617
wheat_maize,MKD,7.5
wheat_maize,MMR,2.6771668195724487
wheat_maize,MNE,7.5
wheat_maize,MOZ,0.08514883369207382
wheat_maize,MWI,4.84655237197876
wheat_maize,NAM,-7.5
wheat_maize,NIC,7.5
wheat_maize,NLD,7.5
wheat_maize,NPL,-2.5538876056671143
wheat_maize,NZL,4.0777387619018555
wheat_maize,OMN,-7.5
wheat_maize,PAK,2.0553356409072876
wheat_maize,PER,0.46329306066036224
wheat_maize,POL,7.5
wheat_maize,PRT,-7.5
wheat_maize,PRY,1.584504246711731
wheat_maize,PSE,3.433241367340088
wheat_maize,ROU,7.5
wheat_maize,RUS,7.5
wheat_maize,RWA,-0.0
wheat_maize,SAU,-7.5
wheat_maize,SLV,-0.0
wheat_maize,SOM,-5.831865549087524
wheat_maize,SRB,7.5
wheat_maize,SSD,7.5
wheat_maize,SVK,7.5
wheat_maize,SVN,7.5
wheat_maize,SWZ,7.5
wheat_maize,SYR,-4.378893315792084
wheat_maize,THA,7.5
wheat_maize,TJK,3.804734706878662
wheat_maize,TKM,-1.0442569255828857
wheat_maize,TUN,-0.0
wheat_maize,TUR,-7.5
wheat_maize,TWN,4.7788543701171875
wheat_maize,TZA,0.43442605435848236
wheat_maize,UGA,-0.14672719687223434
wheat_maize,UKR,7.5
wheat_maize,URY,2.1459715366363525
wheat_maize,USA,2.1084107160568237
wheat_maize,UZB,-0.85968017578125
wheat_maize,VEN,7.5
wheat_maize,VNM,3.7666103839874268
wheat_maize,YEM,-7.5
wheat_maize,ZAF,0.11492945998907089
wheat_maize,ZMB,6.67335844039917
wheat_maize,ZWE,-7.5
wheat_soybean,AFG,4.650977611541748
wheat_soybean,AGO,-0.4472576379776001
wheat_soybean,ALB,7.5
wheat_soybean,ARG,7.5
wheat_soybean,ARM,7.5
wheat_soybean,AUS,2.252866744995117
wheat_soybean,AUT,1.4324779510498047
wheat_soybean,AZE,0.6464232802391052
wheat_soybean,BDI,-1.1974620819091797
wheat_soybean,BEL,7.5
wheat_soybean,BGD,3.7061043940484524
wheat_soybean,BGR,7.5
wheat_soybean,BIH,7.5
wheat_soybean,BOL,7.5
wheat_soybean,BRA,0.43682344257831573
wheat_soybean,BTN,7.5
wheat_soybean,BWA,7.5
wheat_soybean,CAN,7.5
wheat_soybean,CHE,7.5
wheat_soybean,CHN,-0.8582604229450226
wheat_soybean,CMR,0.743593692779541
wheat_soybean,COD,-0.8659811615943909
wheat_soybean,CZE,7.5
wheat_soybean,DEU,7.5
wheat_soybean,DZA,-0.0
wheat_soybean,ECU,-0.5383863002061844
wheat_soybean,EGY,2.569282054901123
wheat_soybean,ESP,-3.69956636428833
wheat_soybean,ETH,-0.23577411472797394
wheat_soybean,FRA,7.5
wheat_soybean,GEO,0.3352145552635193
wheat_soybean,GRC,4.3096718192100525
wheat_soybean,GTM,4.593877792358398
wheat_soybean,HND,-0.030475681647658348
wheat_soybean,HRV,7.5
wheat_soybean,HUN,1.802511990070343
wheat_soybean,IND,-0.1929747760295868
wheat_soybean,IRN,-0.12665334343910217
wheat_soybean,IRQ,-5.8577399253845215
wheat_soybean,ISR,7.5
wheat_soybean,ITA,7.5
wheat_soybean,JOR,-0.0
wheat_soybean,JPN,1.5212408304214478
wheat_soybean,KAZ,7.5
wheat_soybean,KEN,-0.14218270778656006
wheat_soybean,KGZ,0.48379725217819214
wheat_soybean,KOR,4.070866942405701
wheat_soybean,LAO,-0.0
wheat_soybean,LBN,7.5
wheat_soybean,LSO,7.5
wheat_soybean,LUX,7.5
wheat_soybean,MAR,-2.44316029548645
wheat_soybean,MDA,7.5
wheat_soybean,MEX,0.8517450988292694
wheat_soybean,MKD,7.5
wheat_soybean,MMR,4.210911363363266
wheat_soybean,MNE,7.5
wheat_soybean,MOZ,7.5
wheat_soybean,MWI,4.125942647457123
wheat_soybean,NGA,7.5
wheat_soybean,NLD,7.5
wheat_soybean,NPL,7.5
wheat_soybean,PAK,1.8397091627120972
wheat_soybean,PER,-0.24569305777549744
wheat_soybean,POL,7.5
wheat_soybean,PRT,7.5
wheat_soybean,PRY,0.4384196996688843
wheat_soybean,ROU,7.5
wheat_soybean,RUS,7.5
wheat_soybean,RWA,-0.13636748492717743
wheat_soybean,SRB,7.5
wheat_soybean,SVK,7.5
wheat_soybean,SVN,7.5
wheat_soybean,SWZ,-0.25357890129089355
wheat_soybean,SYR,7.5
wheat_soybean,THA,7.5
wheat_soybean,TJK,7.5
wheat_soybean,TKM,4.075591534376144
wheat_soybean,TUR,7.5
wheat_soybean,TWN,-0.0
wheat_soybean,TZA,-0.13430631160736084
wheat_soybean,UGA,-0.6227474808692932
wheat_soybean,UKR,7.5
wheat_soybean,URY,0.7271807789802551
wheat_soybean,USA,0.673343300819397
wheat_soybean,UZB,7.5
wheat_soybean,VNM,0.594109296798706
wheat_soybean,ZAF,-1.6177772283554077
wheat_soybean,ZMB,4.986363410949707
wheat_soybean,ZWE,-7.5
